"","mean.seb1","mean.seb10","mean.seb11","mean.seb12","mean.seb13","mean.seb14","mean.seb15","mean.seb16","mean.seb17","mean.seb18","mean.seb19","mean.seb2","mean.seb20","mean.seb21","mean.seb22","mean.seb23","mean.seb24","mean.seb25","mean.seb26","mean.seb27","mean.seb28","mean.seb29","mean.seb3","mean.seb30","mean.seb31","mean.seb32","mean.seb4","mean.seb5","mean.seb6","mean.seb7","mean.seb8","mean.seb9","support.seb1","support.seb10","support.seb11","support.seb12","support.seb13","support.seb14","support.seb15","support.seb16","support.seb17","support.seb18","support.seb19","support.seb2","support.seb20","support.seb21","support.seb22","support.seb23","support.seb24","support.seb25","support.seb26","support.seb27","support.seb28","support.seb29","support.seb3","support.seb30","support.seb31","support.seb32","support.seb4","support.seb5","support.seb6","support.seb7","support.seb8","support.seb9","mean.seb1.1","mean.seb10.1","mean.seb11.1","mean.seb12.1","mean.seb13.1","mean.seb14.1","mean.seb15.1","mean.seb16.1","mean.seb17.1","mean.seb18.1","mean.seb19.1","mean.seb2.1","mean.seb20.1","mean.seb21.1","mean.seb22.1","mean.seb23.1","mean.seb24.1","mean.seb25.1","mean.seb26.1","mean.seb27.1","mean.seb28.1","mean.seb29.1","mean.seb3.1","mean.seb30.1","mean.seb31.1","mean.seb32.1","mean.seb4.1","mean.seb5.1","mean.seb6.1","mean.seb7.1","mean.seb8.1","mean.seb9.1","support.seb1.1","support.seb10.1","support.seb11.1","support.seb12.1","support.seb13.1","support.seb14.1","support.seb15.1","support.seb16.1","support.seb17.1","support.seb18.1","support.seb19.1","support.seb2.1","support.seb20.1","support.seb21.1","support.seb22.1","support.seb23.1","support.seb24.1","support.seb25.1","support.seb26.1","support.seb27.1","support.seb28.1","support.seb29.1","support.seb3.1","support.seb30.1","support.seb31.1","support.seb32.1","support.seb4.1","support.seb5.1","support.seb6.1","support.seb7.1","support.seb8.1","support.seb9.1"
"seb3",0.00730024986868246,0.0149060169287439,0.0530068663228231,-0.0355696303697219,0.00405514133087368,0.012536964403069,0.0353280165077951,0.0497183890283338,0.00508548182426079,0.00825554121481314,-0.0346901917167308,-0.0225797547085228,0.0701921641812781,-0.0155690308846572,0.0010014915185492,0.0173451680041832,0.00571926918585364,0.0442788903482901,0.00108526906739826,0.0142020344906516,0.0273425125100384,0.000545633136245624,1,-0.0690384181271882,0.0545169204261233,-0.0216778696159,-0.0242442125414482,0.00746563455416211,0.0192392806771978,0.0344619492144536,0.0309629344227761,-0.0539301822031331,0.493333333333333,0.505333333333333,0.525333333333333,0.490666666666667,0.486666666666667,0.502666666666667,0.522666666666667,0.526666666666667,0.498666666666667,0.504,0.48,0.485333333333333,0.528,0.485333333333333,0.508,0.505333333333333,0.501333333333333,0.525333333333333,0.493333333333333,0.504,0.521333333333333,0.501333333333333,1,0.465333333333333,0.529333333333333,0.498666666666667,0.477333333333333,0.509333333333333,0.513333333333333,0.517333333333333,0.526666666666667,0.464,-0.0519567890247099,-0.0340668867813874,0.045078618545187,0.00637421404903537,-0.0266591754579013,-0.0123845525810544,0.002418147002942,0.0330363754474497,-0.0392222496764413,0.0100566303793098,0.0630925219399933,0.0018357967450779,0.040693791618195,-0.0704142747223529,0.0352545764945049,0.0330093577720994,0.00552039290453126,-0.00593942434810507,-0.00194735313825367,0.0492591916151404,-0.047896540578531,0.00325290868710316,1,-0.0442039013833319,0.0212076900831309,0.0434233174417206,-0.0415952240492979,-0.00888483217933099,0.00894669132552129,-0.023284772302921,0.0395834261995793,0.0051986410660505,0.466666666666667,0.484,0.518666666666667,0.505333333333333,0.485333333333333,0.498666666666667,0.501333333333333,0.52,0.477333333333333,0.504,0.537333333333333,0.505333333333333,0.518666666666667,0.46,0.521333333333333,0.525333333333333,0.502666666666667,0.5,0.494666666666667,0.526666666666667,0.469333333333333,0.505333333333333,1,0.474666666666667,0.509333333333333,0.528,0.484,0.489333333333333,0.504,0.484,0.518666666666667,0.504
"seb30",-0.124044030775856,-0.0123075660137342,0.012069565003992,0.131839550739655,-0.00824326783232179,-0.0324912877925385,-0.0212660706239588,0.0312930675524564,-0.0357104768118008,-0.0357262372791595,-0.0431604465945163,-0.022241476101883,-0.040028502126781,0.010560527330764,0.0132808046885556,-0.0229066888870654,-0.030031787506131,-0.0971227455743005,-0.0434594725525217,-0.05187621993194,-0.0737960945875734,-0.0674629532528851,-0.0690384181271882,1,0.0350611393036515,0.0460499452744336,0.00461371307454822,0.0135349935204955,0.03416128586618,-0.0351117621024481,0.022571485529416,-0.0433601647091786,0.428,0.492,0.501333333333333,0.564,0.494666666666667,0.481333333333333,0.485333333333333,0.517333333333333,0.477333333333333,0.481333333333333,0.477333333333333,0.48,0.485333333333333,0.505333333333333,0.509333333333333,0.486666666666667,0.484,0.444,0.476,0.472,0.452,0.458666666666667,0.465333333333333,1,0.524,0.530666666666667,0.496,0.512,0.514666666666667,0.472,0.521333333333333,0.478666666666667,0.082946034270441,0.0431686329218076,-0.0206242847491176,-0.142743436773847,-0.0180520036656943,-0.0300988859430578,-0.0125204477354007,0.000749614745689162,0.0178895424052814,0.05037974487349,0.0194211435534808,-0.0501824750043334,-0.00022828137316368,-0.00316500372374816,-0.0411789459991137,-0.00985880457386742,-0.00482269788939811,0.0202596888895641,0.0778945413385623,0.0591578858733432,0.0276765222186052,0.105355274826872,-0.0442039013833319,1,-0.0145249645844043,0.0221065070056023,-0.0153993040948249,0.0431849839048574,0.0327048615927313,-0.0579165103216814,-0.031816783142717,0.0350360446942501,0.56,0.524,0.481333333333333,0.42,0.492,0.481333333333333,0.492,0.504,0.510666666666667,0.524,0.512,0.474666666666667,0.504,0.501333333333333,0.476,0.485333333333333,0.492,0.526666666666667,0.544,0.524,0.512,0.554666666666667,0.474666666666667,1,0.484,0.506666666666667,0.492,0.536,0.516,0.472,0.48,0.517333333333333
"seb31",-0.0372447240520052,-0.0214916435705639,-0.0345874203838341,0.124003822165142,-0.0530603474100151,-0.0274552521632008,-0.0491887446203348,0.012338746459704,-0.0101060810571652,0.0117816933009342,-0.0162361111381127,0.0174626240322734,-0.0781739863750086,-0.0320068117084192,-0.0228538586789649,-0.0326040305905143,-0.0209030586926443,-0.0575728455859547,-0.095250096468701,-0.0449958161419978,-0.0378850082167966,0.0745721827161277,0.0545169204261233,0.0350611393036515,1,-0.0752811539092341,-0.028129401150915,-0.0333367577189092,-0.00160174251276872,0.0445857473435515,-0.00304664511436736,-0.0667541822567526,0.482666666666667,0.498666666666667,0.477333333333333,0.566666666666667,0.477333333333333,0.48,0.476,0.505333333333333,0.5,0.501333333333333,0.492,0.512,0.457333333333333,0.478666666666667,0.485333333333333,0.481333333333333,0.486666666666667,0.473333333333333,0.450666666666667,0.481333333333333,0.490666666666667,0.538666666666667,0.529333333333333,0.524,1,0.46,0.484,0.477333333333333,0.502666666666667,0.518666666666667,0.489333333333333,0.461333333333333,0.0268315406496398,-0.0349690074548434,0.0190214339046498,-0.0182019663818938,0.0229407942897473,-0.0357525538196569,-0.0141207553529876,-0.0195409552346581,0.0111261123588853,-0.0780969009487308,-0.0255200907789579,0.00845842216962356,-0.0041514596267275,-0.00197742865594315,0.00221867062175067,-0.0285229426409319,-0.0287061062276557,0.0394281772932405,-0.0312505350791464,0.021995403723188,-0.0487129632026034,-0.0767232394383291,0.0212076900831309,-0.0145249645844043,1,0.0132370337171317,0.0177545850765717,0.0186793349381477,-0.0010071360807897,0.0213556557572969,-0.0552337873108719,-0.0446941233200802,0.506666666666667,0.476,0.518666666666667,0.492,0.514666666666667,0.484,0.488,0.497333333333333,0.509333333333333,0.458666666666667,0.489333333333333,0.509333333333333,0.493333333333333,0.5,0.501333333333333,0.489333333333333,0.484,0.521333333333333,0.486666666666667,0.508,0.472,0.456,0.509333333333333,0.484,1,0.505333333333333,0.506666666666667,0.513333333333333,0.506666666666667,0.518666666666667,0.466666666666667,0.478666666666667
"seb32",-0.0490053269818439,0.019508170963224,0.0292953690055114,0.0524175528193733,-0.0385370701604055,0.0510991775946678,-0.0418184948044658,0.0305109132495812,0.0382587783760016,0.0242030302179296,0.0197496299980387,0.00959376725654584,0.0125900874992314,0.0206412783303691,-0.00629982395311911,-0.0733075014751705,-0.026594318434595,-0.0513587986700185,-0.0400951331669333,-0.0387699367444791,0.0129484043090608,-0.0112542255431823,-0.0216778696159,0.0460499452744336,-0.0752811539092341,1,-0.0175959460759756,0.0506344548869902,0.0165504524292525,-0.0174766241931063,0.021877761132236,0.022590700575239,0.468,0.516,0.509333333333333,0.52,0.478666666666667,0.524,0.476,0.514666666666667,0.522666666666667,0.510666666666667,0.517333333333333,0.505333333333333,0.509333333333333,0.512,0.494666666666667,0.464,0.482666666666667,0.466666666666667,0.481333333333333,0.470666666666667,0.5,0.484,0.498666666666667,0.530666666666667,0.46,1,0.485333333333333,0.524,0.501333333333333,0.489333333333333,0.513333333333333,0.512,0.0365158682431596,0.0299815884801544,0.0374893183005498,-0.11435225540379,0.0240081544504906,0.00721468278696881,-0.0430893916094375,-0.0250352406528098,0.0377071426614215,0.0321088550127964,0.0454395845625224,0.003262951829784,-0.052945976518837,0.0618532336476059,-0.0280631884075828,-0.0474636785276088,-0.0237040856445981,-0.0280418479821242,0.0365873666613235,0.0128900314303493,0.0163461409154543,0.032260004431981,0.0434233174417206,0.0221065070056023,0.0132370337171317,1,0.036175967962873,0.00577949825261753,0.0224278827633487,-0.0416028853786244,0.0394018424972754,0.0361680326789566,0.516,0.509333333333333,0.518666666666667,0.446666666666667,0.521333333333333,0.509333333333333,0.472,0.492,0.526666666666667,0.52,0.528,0.498666666666667,0.468,0.537333333333333,0.490666666666667,0.468,0.493333333333333,0.482666666666667,0.516,0.512,0.516,0.514666666666667,0.528,0.506666666666667,0.505333333333333,1,0.518666666666667,0.504,0.508,0.477333333333333,0.524,0.52
"seb4",-0.0175968063193342,-0.0259784675433014,-0.0105777110194906,-0.028177038127806,0.00747821889523902,-0.0136476460540624,0.0411392613659139,0.00977887675943679,-0.0353073851890072,-0.00414457277407269,0.0151935172629896,-0.0170532535391729,-0.0378276786641803,0.0224487290281648,0.00947039757587175,0.0143044609653659,0.00102948349993607,-0.0233377725006971,-0.0291392564657678,-0.0402735703974933,0.0330312336107342,0.00739500371402874,-0.0242442125414482,0.00461371307454822,-0.028129401150915,-0.0175959460759756,1,-0.0427700985150321,0.00170817024664176,-0.0228567119123272,0.0124997295890193,-0.0232116634510836,0.486666666666667,0.486666666666667,0.497333333333333,0.482666666666667,0.505333333333333,0.496,0.52,0.505333333333333,0.489333333333333,0.502666666666667,0.509333333333333,0.498666666666667,0.476,0.513333333333333,0.504,0.508,0.512,0.488,0.485333333333333,0.48,0.52,0.504,0.477333333333333,0.496,0.484,0.485333333333333,1,0.474666666666667,0.494666666666667,0.481333333333333,0.508,0.489333333333333,0.0121506090460674,0.00504913931578736,0.0341417053732339,-0.00320524347724261,-0.0384301288681659,-0.0303066583783906,-0.027097150760646,-0.0046744960781794,0.0165357453520373,-0.0282994385510471,0.00902756947811108,0.00817483080515182,-0.0239396558102486,-0.030320078543129,-0.00561474808639714,0.0754951725859644,-0.0201726873134218,-0.000299791528424962,-0.0367207493829957,-0.0148436073565368,-0.00776126110826711,-0.0173383194279992,-0.0415952240492979,-0.0153993040948249,0.0177545850765717,0.036175967962873,1,-0.00556490140424538,-0.0146957627706343,0.0360490538144565,-0.0282744645870297,0.019056090239951,0.512,0.496,0.521333333333333,0.506666666666667,0.468,0.48,0.48,0.501333333333333,0.512,0.489333333333333,0.505333333333333,0.501333333333333,0.488,0.482666666666667,0.501333333333333,0.54,0.488,0.502666666666667,0.481333333333333,0.498666666666667,0.490666666666667,0.481333333333333,0.484,0.492,0.506666666666667,0.518666666666667,1,0.498666666666667,0.484,0.518666666666667,0.488,0.513333333333333
"seb5",0.0216607024319238,-0.00136819283715392,-0.00571915750146884,-0.0566474356527319,-0.0155851518883672,-0.026790634024385,-0.0363943409677328,0.00715728905775463,-0.0379578810509136,0.0140182985412225,0.00766166451003913,-0.0169857306357451,0.000977024723520415,-0.0144178392710262,0.0061360349252245,-0.00257312147703394,0.00107871500931407,0.00881436934917364,0.0163526138695204,0.00615243791049302,-0.00818295376630111,0.0877914214120074,0.00746563455416211,0.0135349935204955,-0.0333367577189092,0.0506344548869902,-0.0427700985150321,1,0.0508002690715964,0.0261257130681601,-0.00259970500686459,-0.0193380764731129,0.505333333333333,0.493333333333333,0.5,0.470666666666667,0.482666666666667,0.48,0.478666666666667,0.504,0.476,0.510666666666667,0.505333333333333,0.496,0.504,0.493333333333333,0.502666666666667,0.494666666666667,0.5,0.5,0.505333333333333,0.504,0.497333333333333,0.542666666666667,0.509333333333333,0.512,0.477333333333333,0.524,0.474666666666667,1,0.528,0.508,0.5,0.489333333333333,-0.039251052715133,-0.0401951898875684,-0.0192166149733718,-0.013086436270142,-0.0439892200194839,-0.00212341884479826,0.0299740846315578,0.0151469958941408,-0.01701887224375,0.015882275648078,0.0267952457173289,0.00553250391266566,-0.0282725007187219,-0.000163462088511435,-0.0575562915821737,0.0183529030527175,-0.0368934371579208,0.0173556701560912,-0.0190625220105512,0.00373719286328517,-0.0145841790662607,0.0261696087481158,-0.00888483217933099,0.0431849839048574,0.0186793349381477,0.00577949825261753,-0.00556490140424537,1,0.0253118255033527,0.0141476403421539,-0.00296317332097018,-0.0849425592694296,0.474666666666667,0.469333333333333,0.488,0.494666666666667,0.476,0.492,0.516,0.510666666666667,0.485333333333333,0.506666666666667,0.513333333333333,0.497333333333333,0.486666666666667,0.488,0.466666666666667,0.516,0.478666666666667,0.509333333333333,0.490666666666667,0.498666666666667,0.494666666666667,0.516,0.489333333333333,0.536,0.513333333333333,0.504,0.498666666666667,1,0.509333333333333,0.504,0.509333333333333,0.458666666666667
"seb6",-0.0567833604238682,0.0193688036533574,-0.0113930155712337,-0.0122670818824013,0.0140999307464343,0.0443489419604533,0.000176358049328365,0.0369783381999204,0.0293993840176609,0.0443019500354143,0.0147899098954398,-0.0101605124791632,0.0304494235505538,-0.0304134385090662,-0.045411986317785,0.0388732528347197,0.0122897437048422,-0.00334309617724553,-0.0254332708891784,-0.0522341940838914,0.0464383165570351,-0.0148230001739938,0.0192392806771978,0.03416128586618,-0.00160174251276872,0.0165504524292525,0.00170817024664176,0.0508002690715964,1,0.0380064516738741,0.0435695346613193,0.025543206440608,0.464,0.508,0.496,0.497333333333333,0.512,0.510666666666667,0.497333333333333,0.530666666666667,0.518666666666667,0.529333333333333,0.510666666666667,0.498666666666667,0.517333333333333,0.478666666666667,0.474666666666667,0.524,0.513333333333333,0.498666666666667,0.493333333333333,0.472,0.529333333333333,0.502666666666667,0.513333333333333,0.514666666666667,0.502666666666667,0.501333333333333,0.494666666666667,0.528,1,0.518666666666667,0.526666666666667,0.518666666666667,-0.0266105557365311,-0.00353456149347217,-0.0103582825881668,0.000352694434200397,-0.00325852197958274,-0.0017693688254866,-0.0427817868516377,-0.00676922186977865,-0.000280240451963162,-0.00885341508925531,-0.00951610539851988,0.0169699194779436,-0.0114365207787787,-0.0344672988639724,0.0557025702206763,-0.0026321252260373,-0.0272097188035413,-0.00482660802006477,0.00895824162480754,-0.00230611001281235,-0.0434705894502252,-0.00672770581029236,0.00894669132552129,0.0327048615927313,-0.00100713608078969,0.0224278827633487,-0.0146957627706343,0.0253118255033527,1,0.0251036155182879,-0.0463218317040012,0.0255626487820807,0.492,0.496,0.488,0.505333333333333,0.492,0.496,0.476,0.482666666666667,0.506666666666667,0.497333333333333,0.496,0.525333333333333,0.493333333333333,0.482666666666667,0.525333333333333,0.490666666666667,0.496,0.497333333333333,0.510666666666667,0.509333333333333,0.473333333333333,0.488,0.504,0.516,0.506666666666667,0.508,0.484,0.509333333333333,1,0.510666666666667,0.476,0.514666666666667
"seb7",0.0343688598060608,0.0175115585225997,0.032019451132194,-0.0147288250802771,0.0313534508539579,0.0547498834562163,-0.0570190793411608,0.0901958076139098,-0.0397673720944718,0.0203497586944043,0.0483705429251673,0.0631737018245805,-0.0308222109579156,-0.024923481022531,-0.00585950933500272,-0.0315197343784849,0.00417392111480906,0.052800214121672,0.0474173070580101,0.00677348007017824,0.0222531118995438,0.00142658793985996,0.0344619492144536,-0.0351117621024481,0.0445857473435515,-0.0174766241931063,-0.0228567119123272,0.0261257130681601,0.0380064516738741,1,-0.00804743539546322,0.066892031785569,0.516,0.505333333333333,0.52,0.494666666666667,0.514666666666667,0.532,0.457333333333333,0.542666666666667,0.48,0.504,0.530666666666667,0.528,0.481333333333333,0.482666666666667,0.488,0.482666666666667,0.5,0.518666666666667,0.52,0.506666666666667,0.517333333333333,0.504,0.517333333333333,0.472,0.518666666666667,0.489333333333333,0.481333333333333,0.508,0.518666666666667,1,0.490666666666667,0.532,-0.00160343688682001,-0.020678173640823,-0.025344339804129,0.044505238540206,-0.0302482571841563,-0.0160366244566063,0.00446017420498371,0.0125476461280142,0.00588559495406687,-0.0335986757310999,0.0303976011588738,0.0178208938021495,0.0406916431336162,0.0241133119183987,-0.00754583214565078,0.0286585407802384,-0.0094538282042256,-0.0109466606111091,0.0207836059084741,-0.0445403973156811,0.00162489305144781,0.0187323174510808,-0.023284772302921,-0.0579165103216814,0.0213556557572969,-0.0416028853786244,0.0360490538144565,0.0141476403421539,0.0251036155182879,1,0.0119609246628166,0.0538588646915823,0.493333333333333,0.485333333333333,0.492,0.528,0.482666666666667,0.488,0.490666666666667,0.508,0.509333333333333,0.476,0.518666666666667,0.508,0.518666666666667,0.518666666666667,0.496,0.522666666666667,0.493333333333333,0.494666666666667,0.512,0.469333333333333,0.493333333333333,0.513333333333333,0.484,0.472,0.518666666666667,0.477333333333333,0.518666666666667,0.504,0.510666666666667,1,0.498666666666667,0.536
"seb8",-0.0239516792475659,0.0272472525143443,-0.0036700820868685,-0.0424115180767481,-0.00414413060450537,0.00460047353871077,-0.0019596343774394,-0.0386529969752519,-0.0325648628983899,0.0160754802970371,0.00426471501812063,-0.0445127801374746,-0.0144840427776843,-0.0535936765537324,-0.0571714692377947,-0.0236122704871827,-0.0350039652714844,0.0299719201572377,-0.00217698565096922,0.00914862985857274,0.0542300040945492,0.0482927034530194,0.0309629344227761,0.022571485529416,-0.00304664511436737,0.021877761132236,0.0124997295890193,-0.00259970500686459,0.0435695346613193,-0.00804743539546321,1,-0.088347274512699,0.493333333333333,0.52,0.498666666666667,0.470666666666667,0.5,0.509333333333333,0.498666666666667,0.478666666666667,0.477333333333333,0.502666666666667,0.510666666666667,0.476,0.490666666666667,0.477333333333333,0.457333333333333,0.490666666666667,0.474666666666667,0.521333333333333,0.506666666666667,0.513333333333333,0.530666666666667,0.513333333333333,0.526666666666667,0.521333333333333,0.489333333333333,0.513333333333333,0.508,0.5,0.526666666666667,0.490666666666667,1,0.452,-0.0346202161847135,0.0135349942766648,0.0100735575269966,-0.00225854173423369,0.00754024091259396,-0.0448308690666841,-0.00110790059863368,0.0111092507112416,-0.00968515768831386,0.000344351215725599,0.00401752546275674,-0.00601581031280467,-0.0139923361762319,0.0567708673677516,0.0275201826333527,-0.0169895376259805,0.0163097194088662,0.029277024588511,0.00560221957014045,-0.0128850045824458,0.0214256676968782,0.0297620344588889,0.0395834261995793,-0.031816783142717,-0.0552337873108719,0.0394018424972754,-0.0282744645870297,-0.00296317332097018,-0.0463218317040012,0.0119609246628166,1,-0.0107546227267039,0.484,0.512,0.497333333333333,0.492,0.502666666666667,0.477333333333333,0.493333333333333,0.512,0.492,0.510666666666667,0.5,0.501333333333333,0.485333333333333,0.533333333333333,0.504,0.494666666666667,0.517333333333333,0.518666666666667,0.502666666666667,0.493333333333333,0.505333333333333,0.517333333333333,0.518666666666667,0.48,0.466666666666667,0.524,0.488,0.509333333333333,0.476,0.498666666666667,1,0.504
"seb9",0.0835844922578103,0.0274142619891928,0.0285759567603961,-0.0561092569172088,0.0173740467247663,-0.021350571624585,0.00151920240299242,-0.00748305691059004,0.0105989964208979,0.0107158793625477,-0.00332949477142899,0.0383787593227605,-0.0398499750752295,-0.0643938751698969,-0.0281724491959697,-0.0288957748721431,-0.00354688420209034,0.0249668512878831,0.0305042916720612,0.0228846226021939,0.00851508475799928,-0.0338398082026768,-0.0539301822031331,-0.0433601647091786,-0.0667541822567526,0.022590700575239,-0.0232116634510836,-0.0193380764731129,0.025543206440608,0.066892031785569,-0.088347274512699,1,0.546666666666667,0.517333333333333,0.514666666666667,0.472,0.508,0.482666666666667,0.504,0.494666666666667,0.512,0.504,0.493333333333333,0.516,0.469333333333333,0.462666666666667,0.481333333333333,0.492,0.486666666666667,0.514666666666667,0.513333333333333,0.510666666666667,0.504,0.477333333333333,0.464,0.478666666666667,0.461333333333333,0.512,0.489333333333333,0.489333333333333,0.518666666666667,0.532,0.452,1,0.0148589939016785,0.00364100518948122,-0.00817947496479708,0.00917462812418126,0.0190998810932513,-0.0362356537782044,-0.00453140529065163,0.0428413341993275,-0.0185289640444361,0.00206051775078946,0.00848511876169765,-0.0578914227376917,-0.0268858340138715,0.0514404010757084,0.0168290803859158,-0.000519027227910177,0.0404184249077348,0.021196490418549,0.0326598951933506,-0.0369990563216922,-0.0163408932829738,0.0360904377623182,0.00519864106605049,0.0350360446942501,-0.0446941233200802,0.0361680326789566,0.019056090239951,-0.0849425592694296,0.0255626487820807,0.0538588646915823,-0.0107546227267039,1,0.505333333333333,0.501333333333333,0.498666666666667,0.509333333333333,0.504,0.474666666666667,0.501333333333333,0.526666666666667,0.489333333333333,0.510666666666667,0.501333333333333,0.46,0.478666666666667,0.533333333333333,0.506666666666667,0.502666666666667,0.52,0.512,0.516,0.496,0.486666666666667,0.525333333333333,0.504,0.517333333333333,0.478666666666667,0.52,0.513333333333333,0.458666666666667,0.514666666666667,0.536,0.504,1
